key,kr,en,cn
NEWS_DEFENSE_SCRAMBLE_003_SUMMARY,차익 실현 매물이 쏟아지며 급등분이 되돌려집니다.,Profit-taking floods in and the spike unwinds.,获利盘涌出，涨幅回吐。
NEWS_DEFENSE_SCRAMBLE_004_TITLE,특수 종료,Scramble over,抢购潮结束
NEWS_DEFENSE_SCRAMBLE_004_SUMMARY,발주 특수가 끝나며 방산주가 잊혀갑니다.,The order boom ends and the defense name is forgotten.,订单热潮结束，军工股被遗忘。
NEWS_INDIE_ROBOTICS_001_TITLE,협동로봇 대량 수주,Cobot maker lands a big order,协作机器人斩获大单
NEWS_INDIE_ROBOTICS_001_SUMMARY,한 로봇 업체가 대형 물류사에 협동로봇을 대량 납품합니다.,A robotics firm wins a big cobot order from a logistics giant.,一家机器人公司向物流巨头大批供货协作机器人。
NEWS_INDIE_CYBER_001_TITLE,제로데이 방어 솔루션 출시,Zero-day defense product launched,零日防御方案发布
NEWS_INDIE_CYBER_001_SUMMARY,보안업체가 제로데이 공격을 막는 신제품을 내놓아 주목받습니다.,A security firm launches a product that blocks zero-day attacks.,安全公司推出可拦截零日攻击的新品受关注。
NEWS_INDIE_TELECOM_001_TITLE,전국 통신망 대규모 장애,Nationwide network outage,全国通信网络大面积中断
NEWS_INDIE_TELECOM_001_SUMMARY,전국 통신망에 대규모 장애가 발생해 신뢰도 우려가 커집니다.,A nationwide network outage raises reliability concerns.,全国通信网络大面积中断，可靠性受质疑。
NEWS_INDIE_AGRI_001_TITLE,풍작으로 농업주 강세,Bumper harvest lifts agri names,丰收提振农业股
NEWS_INDIE_AGRI_001_SUMMARY,이상적 기후로 풍작이 예상되며 농업주가 강세를 보입니다.,"Ideal weather points to a bumper crop, lifting agri shares.",理想天气预示丰收，农业股走强。
NEWS_INDIE_TOURISM_001_TITLE,성수기 예약 사상 최대,Record peak-season bookings,旺季预订创新高
NEWS_INDIE_TOURISM_001_SUMMARY,성수기 여행 예약이 사상 최대를 기록하며 관광주가 오릅니다.,"Peak-season travel bookings hit a record, lifting tourism.",旺季旅游预订创纪录，旅游股上涨。
NEWS_INDIE_ECOMMERCE_001_TITLE,대형 세일 거래액 신기록,Mega-sale sets GMV record,大促成交额创纪录
NEWS_INDIE_ECOMMERCE_001_SUMMARY,연중 최대 세일에서 거래액이 신기록을 세웠습니다.,The year's biggest sale set a new GMV record.,年度最大促销成交额创新高。
NEWS_INDIE_CHEMICAL_001_TITLE,특수화학 수요 급증,Specialty-chemical demand jumps,特种化学需求激增
NEWS_INDIE_CHEMICAL_001_SUMMARY,전기차·반도체향 특수화학 수요가 급증합니다.,Demand for specialty chemicals from EV and chip makers jumps.,电动车与芯片带动特种化学需求激增。
NEWS_INDIE_CONSTRUCTION_001_TITLE,대형 건설현장 공사 중단,Major construction site halted,大型工地停工
NEWS_INDIE_CONSTRUCTION_001_SUMMARY,자금난으로 대형 건설현장 공사가 중단됐습니다.,A funding crunch halts work at a major construction site.,资金紧张导致大型工地停工。
NEWS_INDIE_AUTOMOTIVE_001_TITLE,전기차 판매 사상 최대,Record EV sales,电动车销量创新高
NEWS_INDIE_AUTOMOTIVE_001_SUMMARY,한 완성차 업체의 전기차 판매가 사상 최대를 기록합니다.,An automaker posts record EV sales.,某整车厂电动车销量创历史新高。
NEWS_INDIE_HEALTH_001_TITLE,혁신 의료기기 승인,Breakthrough medical device approved,创新医疗器械获批
NEWS_INDIE_HEALTH_001_SUMMARY,혁신 의료기기가 규제 승인을 받아 헬스주가 오릅니다.,"A breakthrough medical device wins approval, lifting health names.",创新医疗器械获批，医疗股上涨。
NEWS_INDIE_GAMING_001_TITLE,기대작 출시 흥행 참패,Hyped title flops at launch,期待大作上市遇冷
NEWS_INDIE_GAMING_001_SUMMARY,기대를 모은 대작 게임이 출시 직후 혹평에 시달립니다.,A hotly anticipated game draws harsh reviews right after launch.,备受期待的大作上市即遭差评。
NEWS_INDIE_AGRICULTURE_002_TITLE,병충해 확산 경보,Pest outbreak alert,病虫害扩散警报
NEWS_INDIE_AGRICULTURE_002_SUMMARY,주요 산지에 병충해가 번지며 수확 차질이 우려됩니다.,A pest outbreak in key regions threatens the harvest.,主产区病虫害蔓延，收成堪忧。
NEWS_INDIE_ROBOTICS_002_TITLE,산업용 로봇 안전사고,Industrial robot safety incident,工业机器人安全事故
NEWS_INDIE_ROBOTICS_002_SUMMARY,산업용 로봇 오작동 사고로 안전 규제 강화 우려가 나옵니다.,A robot malfunction sparks fears of tougher safety rules.,工业机器人误动作事故引发监管收紧担忧。
NEWS_INDIE_TELECOM_002_TITLE,차세대 주파수 대량 확보,Carrier wins big spectrum block,运营商赢得大块频谱
NEWS_INDIE_TELECOM_002_SUMMARY,한 통신사가 차세대 주파수를 대량 확보해 성장 기대가 커집니다.,"A carrier secures a large next-gen spectrum block, boosting growth hopes.",某运营商斩获大量新一代频谱，成长预期升温。
NEWS_INDIE_CYBER_002_TITLE,핀테크 결제망 침해 사고,Fintech payment breach,金融科技支付系统被入侵
NEWS_INDIE_CYBER_002_SUMMARY,핀테크 결제망이 침해돼 개인정보 유출 우려가 번집니다.,"A fintech payment network is breached, raising data-leak fears.",金融科技支付网络遭入侵，个资外泄忧虑扩散。
NEWS_INDIE_TOURISM_002_TITLE,유류할증료 인상에 여행 위축,Fuel surcharge hike chills travel,燃油附加费上调抑制出行
NEWS_INDIE_TOURISM_002_SUMMARY,유류할증료 인상으로 여행 수요가 위축될 것이란 우려가 나옵니다.,A fuel-surcharge hike is expected to dampen travel demand.,燃油附加费上调，出行需求料受抑制。
ui_stock_buy_qty,매수 수량,Buy Qty,买入数量
ui_stock_buy_max,최대,Max,最大
ui_stock_buy_info,구매 가능 {0}주 · 현재 ₩{1:N0},Can buy {0} · Now ₩{1:N0},可买 {0}股 · 现价 ₩{1:N0}
ui_stock_buy_cost,주문 금액  ₩{0:N0},Order amount  ₩{0:N0},订单金额  ₩{0:N0}
ui_stock_filter_holdings,보유중,Holdings,持有中
ui_stock_search_placeholder,종목 검색...,Search...,搜索股票...
ui_stock_filter_holdings_header,보유,Holdings,持有
ui_stock_list_header_holdings,보유 종목,Holdings,持有股票
ui_stock_filter_sort_header,정렬,Sort,排序
NEWS_INDIE_FINANCE_003_TITLE,기준금리 인하 기대 확산,Rate-cut hopes spread,降息预期升温
NEWS_INDIE_FINANCE_003_SUMMARY,기준금리 인하 기대가 커지며 금융주에 매수세가 몰립니다.,Growing rate-cut expectations draw buyers into financial names.,降息预期升温，资金涌入金融股。
NEWS_INDIE_FINANCE_004_TITLE,가계대출 연체율 급등,Household loan delinquencies spike,家庭贷款逾期率飙升
NEWS_INDIE_FINANCE_004_SUMMARY,가계대출 연체율이 급등해 금융사 부실 우려가 커집니다.,A spike in household loan delinquencies stokes fears of bad debt at lenders.,家庭贷款逾期率飙升，放贷机构坏账忧虑加剧。
NEWS_INDIE_TELECOM_003_TITLE,전국 초고속망 조기 구축,Nationwide network rollout accelerates,全国高速网络提前铺设
NEWS_INDIE_TELECOM_003_SUMMARY,전국 초고속망 구축이 앞당겨지며 통신사 실적 기대가 오릅니다.,An accelerated nationwide rollout lifts earnings hopes for carriers.,全国高速网络提前铺设，运营商业绩预期上调。
NEWS_INDIE_TELECOM_004_TITLE,통신 요금 인하 압박,Pressure to cut mobile fees,下调通信资费压力
NEWS_INDIE_TELECOM_004_SUMMARY,통신 요금 인하 압박이 커지며 수익성 우려가 번집니다.,Mounting pressure to cut fees raises margin concerns.,下调资费压力加大，盈利担忧扩散。
NEWS_INDIE_DEFENSE_002_TITLE,대규모 방산 수출 계약,Major defense export contract,大型防务出口合同
NEWS_INDIE_DEFENSE_002_SUMMARY,대규모 방산 수출 계약이 체결돼 관련주가 들썩입니다.,"A large defense export deal is signed, stirring the sector.",大型防务出口合同签署，相关个股躁动。
NEWS_INDIE_DEFENSE_003_TITLE,차세대 무기체계 개발 지연,Next-gen weapons program delayed,新一代武器项目延期
NEWS_INDIE_DEFENSE_003_SUMMARY,차세대 무기체계 개발이 지연되며 납품 일정에 차질이 생깁니다.,"A next-gen weapons program slips, disrupting delivery schedules.",新一代武器项目延期，交付进度受阻。
STOCK_TAG_FINANCE,금융,Finance,金融
STOCK_TAG_TELECOM,통신,Telecom,通信
STOCK_TAG_DEFENSE,방산,Defense,国防
ui_stock_chart_tick_now,현재 틱,Latest tick,当前刻度
ui_stock_chart_tick_ago,{0}틱 전,{0} ticks ago,{0} 刻度前
